,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
336453,2019-06-08 20:37:26,375904527651269,"fraud_Ritchie, Bradtke and Stiedemann",travel,9.86,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,8000b7158ae6281a427329422732d401,1339187846.0,40.370594,-97.874051,0.0
423987,2019-07-09 06:42:56,503874407318,fraud_O'Keefe-Hudson,grocery_pos,45.45,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,5843969f5083cc29ecb8fa9b96ed1bff,1341816176.0,29.517579,-98.32589,0.0
408403,2019-07-04 08:51:23,5154903938030655,"fraud_Goldner, Kovacek and Abbott",grocery_pos,199.18,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,1993-10-05,d1f203ef75e473960dbb59e2a2780e90,1341391883.0,37.803999,-79.493981,0.0
116994,2019-03-07 11:08:34,6011305591981276,"fraud_Stroman, Hudson and Erdman",gas_transport,106.69,Daniel,Jones,M,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,f24ed253e8f4f40336854461d88624bc,1331118514.0,34.906978,-86.677929,0.0
38652,2019-01-23 08:46:50,374125201044065,fraud_Donnelly LLC,entertainment,1.4,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,65b32bc4671e1033e4c23e422fa157ce,1327308410.0,38.117834,-76.899126,0.0
267272,2019-05-12 17:20:36,3560725013359375,fraud_Wilkinson Ltd,entertainment,44.38,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,7713be797dc03357ee4449f67f4658a4,1336843236.0,31.07304,-102.562623,0.0
185665,2019-04-06 21:24:36,340953839692349,"fraud_Konopelski, Schneider and Hartmann",food_dining,264.6,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,3823f01d07174637f36a2623e2cbe6aa,1333747476.0,41.728034,-83.871993,0.0
354431,2019-06-15 09:24:05,3575789281659026,fraud_Smitham-Schiller,grocery_net,30.95,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,ca7ad0afe4524c83204d3c8b8d614b26,1339752245.0,38.280412,-93.646971,0.0
467988,2019-07-25 14:24:00,4099707841315751,fraud_Jacobi and Sons,shopping_pos,8.53,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,bd32357c0c4ba57ab44d422e7f24509e,1343226240.0,38.254165,-79.078572,0.0
80814,2019-02-17 16:55:18,4423489490781412,"fraud_Reinger, Weissnat and Strosin",food_dining,49.1,Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,1957-03-06,bc75bc8f155110cc7aea6d41fa7ab31e,1329497718.0,41.44236,-90.98731,0.0
496002,2019-08-04 09:45:51,4195740185974,fraud_Deckow-O'Conner,grocery_pos,107.31,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",1963-04-04,943464ce1199fcd601f4e976a271b70c,1344073551.0,45.249753000000005,-122.46168,0.0
163735,2019-03-27 23:53:05,2305336922781618,fraud_Erdman-Schaden,personal_care,4.05,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,1961-02-14,9c2751ba787a71268a04691941048522,1332892385.0,40.743275,-91.80731,0.0
4747,2019-01-03 23:45:22,4939976756738216,fraud_Brown Inc,kids_pets,44.93,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,ae1200f3d9fd704416638720bf44a601,1325634322.0,25.591691,-98.846761,0.0
272913,2019-05-15 00:57:13,3592931352252641,"fraud_Weimann, Kuhic and Beahan",shopping_pos,3.47,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,11d166ede984992420abf99d9141721f,1337043433.0,45.48601,-91.896629,0.0
306485,2019-05-28 16:32:41,3525590521269779,"fraud_Mante, Luettgen and Hackett",health_fitness,35.9,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,64f8f25bbd123f84b3e109ccafa35eb5,1338222761.0,35.071729,-79.576219,0.0
160212,2019-03-25 21:49:25,4128730454058057622,fraud_Schmidt-Larkin,home,25.61,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,8a43bdc22e0b1f104574cd10f09cfd71,1332712165.0,31.732363,-95.857713,0.0
252803,2019-05-06 03:25:06,4862293128558,"fraud_Heller, Gutmann and Zieme",grocery_pos,164.61,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,183f8b149076a2ac10a0c941d7d7d233,1336274706.0,41.163011,-78.576663,0.0
387698,2019-06-26 20:15:50,4951647200979051,"fraud_Walter, Hettinger and Kessler",personal_care,39.41,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,348cd58908a73301742d6ff19a6b271f,1340741750.0,38.937932,-89.863966,0.0
56200,2019-02-03 10:46:11,3545109339866548,fraud_Emmerich-Luettgen,grocery_net,63.24,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,1e71307b28494d919149469f789194c1,1328265971.0,33.427792,-90.428999,0.0
365633,2019-06-18 13:59:09,3560318482131952,fraud_Cormier LLC,health_fitness,138.57,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,f0e2a065fc25c9e0e0caa62eb2c5aa68,1340027949.0,34.61697,-87.116414,0.0
298341,2019-05-26 05:17:20,2713913904780408,fraud_Murray-Smitham,grocery_pos,70.42,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,2738df229d3614731300faa3fcd7855a,1338009440.0,32.872761,-92.063926,0.0
192403,2019-04-09 00:49:32,36485887555770,fraud_Cummings LLC,gas_transport,65.15,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,49c1be9191341b1aec717f3ab7b9d5fb,1333932572.0,40.027919,-82.30365400000001,0.0
67402,2019-02-09 22:19:45,342351256941125,"fraud_Swaniawski, Lowe and Robel",shopping_pos,1.57,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,1990-06-08,029812f05b70e4565d49bdacd0a002e2,1328825985.0,32.484369,-84.369782,0.0
83799,2019-02-18 22:57:55,3540210836308425,fraud_Gutmann-Upton,misc_pos,8.01,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,eebba0d25985c67538b474c8e628b8c2,1329605875.0,34.432732,-101.567548,1.0
283235,2019-05-19 19:23:37,213153151785052,"fraud_Bahringer, Schoen and Corkery",shopping_pos,8.24,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,f2b2e3fdf55cbdf3daed193f65f872fd,1337455417.0,45.637073,-88.842174,0.0
215699,2019-04-20 08:41:20,30546453310167,fraud_Mraz-Herzog,gas_transport,78.95,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.48899999999999,7430,"Scientist, research (medical)",1955-01-13,04ede591394fc8f53931551a232605bc,1334911280.0,44.063823,-71.088192,0.0
333320,2019-06-07 20:44:39,6011679934075347,"fraud_Heathcote, Yost and Kertzmann",shopping_net,7.21,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,1974-04-16,10461e624faf70cd70c70eeb64709be7,1339101879.0,41.026436,-105.430858,0.0
27786,2019-01-17 02:26:18,4450831335606294,"fraud_Tromp, Kerluke and Glover",grocery_net,27.39,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,957da6ed244b3cedd37f932a786801d6,1326767178.0,34.925501000000004,-96.167412,0.0
474978,2019-07-28 02:01:27,4302480582202074,"fraud_Huel, Hammes and Witting",grocery_pos,36.27,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,8c14eb34bb457de7e411e95e5fbca480,1343440887.0,42.402101,-86.060209,0.0
298830,2019-05-26 09:16:07,3513506355699497,fraud_Bradtke PLC,grocery_pos,78.68,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",1966-05-29,67c0a5682df0129fb8b635477240116a,1338023767.0,31.741958,-89.500394,0.0
280609,2019-05-18 22:08:12,347612609554823,fraud_Erdman-Ebert,personal_care,6.05,Robert,James,M,18316 Cannon Place,Newport,ME,4953,44.8393,-69.2675,3228,Lexicographer,1995-12-28,c252798c3a81262bad60a76452a37fb8,1337378892.0,44.835433,-68.40942199999999,0.0
246498,2019-05-03 22:08:40,4169759661243568,fraud_Botsford and Sons,home,2.99,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,3f1fdded4bd6393ca30ccd4bd5d840d1,1336082920.0,39.986242,-76.729539,0.0
22863,2019-01-14 13:58:29,4797297220948468262,fraud_Hills-Witting,shopping_net,4.34,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,f4223d3bccbfc2f117050beeeb815172,1326549509.0,39.460723,-85.777741,0.0
397804,2019-06-30 13:27:30,3567879740649740,fraud_Kozey-McDermott,travel,2.7,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,0e039edf9fca5845573b862be89f758b,1341062850.0,44.549957,-76.600278,0.0
470481,2019-07-26 15:48:40,4247921790666,fraud_Breitenberg-Hermiston,kids_pets,42.85,Judith,Moss,F,46297 Benjamin Plains Suite 703,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,1939-03-09,47c24912bf90543e3f9337999f9c2c8a,1343317720.0,39.478522,-83.34616899999999,0.0
281763,2019-05-19 08:50:41,4658117080136,fraud_Hills-Olson,grocery_net,55.85,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,1989-04-08,848ba98662bcf482a80df4f8a5fe5ab3,1337417441.0,34.910789,-108.421566,0.0
418929,2019-07-07 19:51:12,4981132848794,fraud_Schuppe-Schuppe,food_dining,52.84,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,79d62c18fb03e722aa6c40926bc87458,1341690672.0,39.950419,-80.18789100000001,0.0
376710,2019-06-23 01:39:51,3597926034019603,fraud_Block-Parisian,misc_net,2.8,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,1993-03-23,cc8e425f78d2aee7f5ba90e80e9f5676,1340415591.0,35.091522999999995,-89.04111,0.0
148152,2019-03-21 04:17:19,4428780983793657331,fraud_Bauch-Raynor,grocery_pos,95.08,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,b4bc811fb6c98c95e419a4bbf9ddf00f,1332303439.0,42.735505,-88.46875,0.0
407584,2019-07-03 23:16:22,30270432095985,"fraud_Reinger, Weissnat and Strosin",food_dining,3.32,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,cc70c8684bab24b947f8b9854d828d75,1341357382.0,40.612884,-90.733944,0.0
36126,2019-01-22 01:22:24,344709867813900,fraud_Ernser-Lynch,food_dining,109.69,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,e32cdaaf7c99f0992a8bb75cf5070ac2,1327195344.0,26.522765000000003,-81.454957,1.0
248616,2019-05-04 19:07:16,3585740823295298,fraud_Stiedemann Inc,misc_pos,8.94,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,16d98700d7ce24fe4ac20158a4a5647b,1336158436.0,34.01865,-99.299109,0.0
471262,2019-07-26 22:25:52,38580485618059,fraud_Reichel LLC,personal_care,59.88,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,1968-05-13,d3413f33046454f3eaa3a472cf87e932,1343341552.0,48.050746,-102.500964,0.0
486113,2019-07-31 19:29:52,6592861994408652,"fraud_Kutch, Steuber and Gerhold",food_dining,6.05,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,9623099b11365cd5430a9e2608824f11,1343762992.0,43.259556,-77.715851,0.0
233864,2019-04-28 02:57:07,30234966027947,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,45.84,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,10112e1c3158e10553393534522c816e,1335581827.0,44.924475,-88.49470500000001,0.0
439973,2019-07-15 04:33:44,3576144910346950,fraud_Cummings LLC,gas_transport,55.02,Thomas,Payne,M,9455 Kathleen Brook Apt. 651,Huslia,AK,99746,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06,f3fccc283e59ba32b403e38fc19b6a61,1342326824.0,65.80583,-155.507939,0.0
1581,2019-01-01 17:00:52,3523898249167098,fraud_Deckow-Dare,food_dining,1.68,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,2c32a8f2eea4e086611af71a27d46de4,1325437252.0,41.395357,-73.574123,0.0
125108,2019-03-10 18:21:58,3560725013359375,fraud_Kutch-Wilderman,home,71.33,Brooke,Smith,F,63542 Luna Brook Apt. 012,Notrees,TX,79759,31.8599,-102.7413,23,Cytogeneticist,1969-09-15,10f6071731641297f3442ac02d5a4c37,1331403718.0,32.018992,-102.091477,0.0
295347,2019-05-25 09:10:40,4671727014157745,"fraud_Connelly, Reichert and Fritsch",gas_transport,68.9,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,4e00db3d0f0e9b90975ada2078c08103,1337937040.0,40.56597,-86.260669,0.0
407125,2019-07-03 18:54:27,630423337322,fraud_Kuhn LLC,shopping_pos,4.55,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,d98bbd88fe2255a66ba44cc86a392eb9,1341341667.0,49.177509,-117.753062,0.0
422617,2019-07-08 19:02:06,213191402330021,fraud_Keeling-Crist,misc_pos,5.05,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",2004-03-18,d926134142a9973897cc4ec8e1ee8e23,1341774126.0,43.755432,-87.798273,0.0
55819,2019-02-03 05:11:54,4102003771126577611,fraud_Friesen-Stamm,gas_transport,78.01,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,1987-06-13,1413a0120269b9bfb7df5f71bcf66a5c,1328245914.0,32.971143,-97.090694,0.0
414693,2019-07-06 18:03:02,4586260469584,fraud_Brown Inc,kids_pets,52.73,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,655ea9c05d66b72857755c2d530f6fcc,1341597782.0,40.408458,-95.367064,0.0
183450,2019-04-06 01:50:05,4988304376504,fraud_Marks Inc,gas_transport,67.56,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,1937-03-17,8e62caae5ad1c8bee8c2dd091f80845e,1333677005.0,41.693835,-74.039388,0.0
146332,2019-03-20 02:21:21,3551217896304745,fraud_Prohaska-Murray,gas_transport,88.49,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,599a220026970a049fac13748c700903,1332210081.0,43.629761,-74.518511,0.0
372582,2019-06-21 19:09:25,371226440126102,fraud_Pouros-Conroy,shopping_pos,326.53,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,854c7b2f51372c4dd10df2feec976060,1340305765.0,38.824118,-89.382583,0.0
232056,2019-04-27 12:33:04,4364010865167176,fraud_Friesen Inc,shopping_pos,1.76,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,94c5641597edbddda783d7697c33a9c1,1335529984.0,39.181722,-119.563626,0.0
472395,2019-07-27 09:08:15,376262134119629,fraud_Beier-Hyatt,shopping_pos,7.27,Christopher,Carr,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",1961-09-28,18a18b87d0adacc50cf7c9196bd72879,1343380095.0,27.7255,-82.687025,0.0
57114,2019-02-03 20:19:09,30135235368675,fraud_Hickle Group,shopping_pos,9.42,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,719f7740252b51230d9ebc280ccd0763,1328300349.0,39.170803,-94.457194,0.0
81070,2019-02-17 19:29:57,342035762534413,"fraud_Effertz, Welch and Schowalter",entertainment,77.85,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",1999-06-19,435fa301ac074ea0b93ce7142a6f81a8,1329506997.0,36.966155,-77.62418000000001,0.0
92962,2019-02-24 19:01:55,3576021480694169,fraud_Haley Group,misc_pos,6.29,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,270d79a1097f596a077182e2423aeadc,1330110115.0,38.625157,-95.795684,0.0
184196,2019-04-06 09:56:01,4179719215697782,"fraud_Raynor, Feest and Miller",gas_transport,59.02,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",1982-12-27,b6f11eeee6a820fbde29ea94d1ae5bc2,1333706161.0,42.86318,-93.90733,0.0
501439,2019-08-05 17:54:20,571465035400,fraud_White and Sons,home,74.97,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,418cd8a155ead48834477cb5e988faa7,1344189260.0,43.451489,-108.642767,0.0
105319,2019-03-02 12:43:54,370818583810103,fraud_Osinski Inc,personal_care,9.24,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,1976-01-10,a3b3f0f978ccd203d6b3ae65b8225271,1330692234.0,40.309909000000005,-78.588412,0.0
292495,2019-05-24 04:48:19,4926376199189801,fraud_Corwin-Gorczany,misc_net,1.94,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,dd06d210931d0d9e6e6922bb7b1db5b4,1337834899.0,35.464082,-92.248196,0.0
56451,2019-02-03 13:42:02,30230540139182,fraud_Crona and Sons,kids_pets,50.29,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,1974-05-18,358f92f388117ae0c8272aa6cabafd5a,1328276522.0,40.405106,-76.489261,0.0
132747,2019-03-14 10:00:40,3531129874770000,fraud_Zemlak Group,misc_net,17.64,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,f2e60eb20e93414332b0b9e6cca5409e,1331719240.0,44.799249,-72.60296899999999,0.0
92114,2019-02-24 10:05:44,4601636330889,"fraud_Herman, Treutel and Dickens",misc_net,1.02,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990-12-18,8481cb281985873f88ad4ab88a5d4384,1330077944.0,30.076522,-95.898528,0.0
350360,2019-06-13 18:17:07,4149635823017,fraud_Kuhic LLC,shopping_net,6.41,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,3870dc5cfbf64642a429bc7c165b751d,1339611427.0,34.079306,-85.65294300000001,0.0
215368,2019-04-20 04:55:21,30131826429364,"fraud_Boehm, Predovic and Reinger",misc_pos,3.38,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,d53fae1524917a34c306246abf3debca,1334897721.0,36.441699,-83.572438,0.0
28487,2019-01-17 16:56:03,4003989662068504,fraud_Hirthe-Beier,health_fitness,71.74,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,e73f1ddeb1c0f4bc43f234d4bea7c222,1326819363.0,32.589372999999995,-86.46284399999999,0.0
383548,2019-06-24 20:21:06,3511378610369890,fraud_Haag-Blanda,food_dining,103.97,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1973-04-01,97457fc00062586363500fd580162f7f,1340569266.0,34.167147,-85.560061,0.0
249320,2019-05-05 00:08:39,2296006538441789,fraud_Mraz-Herzog,gas_transport,62.04,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,a236157f2c7789611b583fc34461b2ab,1336176519.0,40.911255,-73.20392700000001,0.0
324381,2019-06-03 20:15:47,3564839259330465,fraud_Kuphal-Toy,food_dining,138.8,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,6c7b4328c25bcb2ab624e251300008c5,1338754547.0,38.583424,-122.336447,0.0
367739,2019-06-19 16:05:16,4998109455173950,fraud_Grimes LLC,entertainment,123.83,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,9058ce5920e77ed69385a597db0926c8,1340121916.0,38.681452,-94.463483,0.0
338367,2019-06-09 10:49:02,180017442990269,fraud_Koepp-Parker,grocery_pos,64.16,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222,42.6853,-73.8253,151022,"Designer, textile",1939-06-01,84b59959312811d04b7cf86fef4a7e09,1339238942.0,43.499729,-74.314985,0.0
226331,2019-04-24 13:52:25,371009169330125,"fraud_Hills, Hegmann and Schaefer",health_fitness,26.08,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,2003-09-14,50a47b802086f01889eeb847db6edb9b,1335275545.0,30.339592,-84.1162,0.0
490140,2019-08-02 14:27:45,4861310130652566408,fraud_Medhurst Inc,home,101.62,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,e4461e58a4184297dad6f323e2c55f6c,1343917665.0,31.059749,-90.687193,0.0
203920,2019-04-14 17:28:57,571314334723,"fraud_Denesik, Powlowski and Pouros",home,58.19,Lori,Mclean,F,4548 Werner Wells Apt. 441,Mc Clellandtown,PA,15458,39.8882,-79.8694,2379,"Sales professional, IT",1971-01-19,58d85354c683d93bca4d36df860f52c6,1334424537.0,39.289377,-79.372801,0.0
35739,2019-01-21 21:28:44,3528231451607350,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,111.49,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,66a3a16d3d1d5750cb29706e0d207ea0,1327181324.0,38.383302,-75.27590500000001,0.0
150885,2019-03-22 16:44:21,3597926034019603,fraud_Cormier LLC,health_fitness,31.24,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,1993-03-23,6994b1ca150d1031833e46ce27389b75,1332434661.0,35.537763,-89.327621,0.0
63513,2019-02-07 02:50:08,571465035400,"fraud_Altenwerth, Cartwright and Koss",shopping_net,96.13,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,93ad9ad1954fd4aad34b26a33fa4127d,1328583008.0,42.176984,-108.916508,0.0
23608,2019-01-14 19:51:14,3566094707272327,fraud_Auer-West,shopping_net,427.48,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,e865377ead38d293500356b872098cf9,1326570674.0,35.038726000000004,-119.090677,0.0
33209,2019-01-20 19:35:06,4769426683924058915,fraud_Connelly-Carter,home,123.15,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,d47841330557ad1709f296d9caeeca94,1327088106.0,41.40271,-78.026282,0.0
96022,2019-02-26 02:28:52,4124536010991657,fraud_Kiehn Inc,grocery_pos,81.99,Sydney,Montoya,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",1954-07-21,ff9575800fb6d6011cf7f39c0389aa12,1330223332.0,30.520601,-88.600937,0.0
281561,2019-05-19 06:57:01,341283058448499,fraud_Barton Inc,grocery_pos,156.81,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,7ea7ffccae25ce3839311fa7e933ca4c,1337410621.0,30.825043,-85.592125,0.0
301965,2019-05-27 03:00:34,4079773899158,fraud_Gerlach Inc,shopping_net,5.53,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,3550e2f20d3e13454160426a5d26e687,1338087634.0,44.859008,-117.099829,0.0
